,Unnamed: 0,projectID,projectAcronym,organisationID,vatNumber,name,shortName,SME,activityType,street,postCode,city,country,nutsCode,geolocation,organizationURL,contactForm,contentUpdateDate,rcn,order,role,ecContribution,netEcContribution,totalCost,endOfParticipation,active,diffContribution,continent
1402,12730,101091373,CLASCO,892897902,DE328668954,SURFUNCTION GMBH,,True,PRC,"CAMPUS STARTERZENTRUM, GEBAUDE A1 1",66123,SAARBRUCKEN,DE,DEC01,"49.25584335,7.038633805413622",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/892897902/101091373,2022-12-02 15:36:05,1979601,9,participant,250000.0,250000.0,250000.0,False,,0.0,EU
1403,12731,101091373,CLASCO,887548158,DE352846007,ABCIRCULAR GMBH,,True,PRC,MAGNUSSTRASSE 11 HAUS 2,12489,Berlin,DE,DE300,"52.63858715,13.511916862608281",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/887548158/101091373,2022-12-02 15:36:05,1979587,5,participant,369937.5,369937.5,369937.5,False,,0.0,EU
1404,12732,101091373,CLASCO,999699558,ESA28006104,airbus,,False,PRC,calle Aviocar nÃÂº2,28906,GETAFE (MADRID),ES,ES300,"40.4496156,-3.5740756",http://www.eads.net,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999699558/101091373,2022-12-02 15:36:05,1909449,6,participant,269240.0,269240.0,269240.0,False,,0.0,EU
1405,12733,101091373,CLASCO,886882738,ATU77878236,NLIGHT GMBH,,False,PRC,DRESDNERSTRASSE 81-85 STIEGE 2 6. STOCK,1200,Wien,AT,AT130,"48.2083537,16.3725042",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/886882738/101091373,2022-12-02 15:36:05,1979604,12,participant,331261.25,331261.25,331261.25,False,,0.0,EU
1406,12734,101091373,CLASCO,890408882,FR86882255409,SYLAS,,True,PRC,7 RUE DU COMMERCE,1460,Port,FR,FRK21,"46.1677361,5.5676074",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/890408882/101091373,2022-12-02 15:36:05,1979578,3,participant,774437.5,774437.5,774437.5,False,,0.0,EU
1407,12735,101091373,CLASCO,999897729,DE188369991,TECHNISCHE UNIVERSITAET DRESDEN,TUD,False,HES,HELMHOLTZSTRASSE 10,1069,Dresden,DE,DED21,"51.0290859,13.7244364",http://tu-dresden.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999897729/101091373,2022-12-02 15:36:05,1905682,1,coordinator,644937.5,644937.5,644937.5,False,,0.0,EU
1408,12747,101058523,InShaPe,916993575,IT01980020349,BEAMIT SPA,BEAMIT,False,PRC,STRADA PRINZERA 17,43045,Fornovo Di Taro,IT,ITH52,"44.6780445,10.0953407",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/916993575/101058523,2022-08-02 17:24:05,1975061,6,participant,546841.0,546841.0,546841.25,False,,0.25,EU
1409,12748,101058523,InShaPe,983224205,FR29438925232,SILIOS TECHNOLOGIES SA,SILIOS,True,PRC,"Zi Peynier Rousset, rue Gaston Imbert ProlongÃÂ©e",13790,Peynier,FR,FRL04,"43.4471537,5.6403316",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/983224205/101058523,2022-08-02 17:24:05,2560601,5,participant,413311.25,413311.25,413311.25,False,,0.0,EU
1410,12749,101058523,InShaPe,889817764,ESB47777719,AENIUM ENGINEERING SL,,True,PRC,CALLE PEDRO DE RIBERA 18 TECHNOLOGICAL PARK OF BOE,47151,BOECILLO VALLADOLID,ES,ES418,"41.558501,-4.6673629",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/889817764/101058523,2022-08-02 17:24:05,1975062,7,participant,546819.0,546819.0,546819.0,False,,0.0,EU
1411,12750,101058523,InShaPe,999977463,DE811193231,TECHNISCHE UNIVERSITAET MUENCHEN,TUM,False,HES,Arcisstrasse  21,80333,Muenchen,DE,DE212,"48.1499912,11.567459",http://www.tu-muenchen.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999977463/101058523,2022-08-02 17:24:05,1905691,1,coordinator,747367.5,747367.5,747367.5,False,,0.0,EU
1412,12751,101058523,InShaPe,986462550,SI19230052,INSTITUT ZA KOVINSKE MATERIALE IN TEHNOLOGIJE,IMT,False,REC,LEPI POT 11,1000,Ljubljana,SI,SI041,"46.06292485,14.619819139053682",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/986462550/101058523,2022-08-02 17:24:05,1973115,11,participant,399658.5,399658.5,399658.75,False,,0.25,EU
1413,12752,101058523,InShaPe,991795901,DE184473237,OERLIKON AM EUROPE GMBH,Oerlikon AM,True,PRC,FREISINGER LANDSTRASSE 52,85748,Garching Bei Munchen,DE,DE21H,"48.148421049999996,11.74493547011092",http://www.citim.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/991795901/101058523,2022-08-02 17:24:05,2143933,3,participant,687358.0,687358.0,687358.0,False,,0.0,EU
1414,12753,101058523,InShaPe,998139119,DE814814471,BAYERISCHE FORSCHUNGSALLIANZ BAVARIAN RESEARCH ALLIANCE GMBH,BayFOR,False,OTH,PRINZREGENTENSTRASSE 52,80538,Munchen,DE,DE212,"48.14186035,11.5930569282365",http://www.bayfor.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998139119/101058523,2022-08-02 17:24:05,1916979,9,participant,371800.0,371800.0,371800.0,False,,0.0,EU
1415,12754,101058523,InShaPe,998762635,DE129339753,EOS GMBH ELECTRO OPTICAL SYSTEMS,EOS,False,PRC,ROBERT STIRLING RING 1,82152,Krailling,DE,DE21H,"48.0929801,11.3576206268966",https://www.eos.info,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998762635/101058523,2022-08-02 17:24:05,2115552,2,participant,2097716.0,2097716.0,2097716.25,False,,0.25,EU
1416,12755,101058523,InShaPe,999907720,IL557585585,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,,False,HES,SENATE BUILDING TECHNION CITY,32000,Haifa,IL,IL,"32.8191218,34.9983856",http://www.technion.ac.il,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999907720/101058523,2022-08-02 17:24:05,1906564,10,participant,313188.0,313188.0,313188.75,False,,0.75,AS
1417,12756,101058523,InShaPe,999977269,NL001956218B01,TECHNISCHE UNIVERSITEIT EINDHOVEN,TU/e,False,HES,GROENE LOPER 3,5612 AE,Eindhoven,NL,NL414,"51.4468773,5.49042495025742",http://www.tue.nl/en,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999977269/101058523,2022-08-02 17:24:05,1905865,4,participant,546532.0,546532.0,546532.5,False,,0.5,EU
1418,12757,101058523,InShaPe,895398853,SE559123021301,AMEXCI AB,AMEXCI AB,True,PRC,GAMMELBACKAVAGEN 2,691 51,Karlskoga,SE,SE124,"59.3304539,14.5527587",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/895398853/101058523,2022-08-02 17:24:05,1975063,8,participant,546340.0,546340.0,546340.0,False,,0.0,EU
1419,12868,101138289,GlobalAM,999908787,DE811128135,bosch,BOSCH,False,PRC,ROBERT-BOSCH-PLATZ 1,70839,Gerlingen-Schillerhoehe,DE,DE115,"48.7860536,9.06358377568494",http://www.bosch.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999908787/101138289,2024-01-18 14:08:57,1913203,1,coordinator,665586.15,665586.15,0.0,False,,,EU
1420,12869,101138289,GlobalAM,894904929,PL9512482142,AMAZEMET SP. Z O.O.,AMAZEMET,True,PRC,UL. JANA PAWLA II 27,867,Warszawa,PL,PL911,"52.2382742,20.99555",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/894904929/101138289,2024-01-18 14:08:57,1982111,7,participant,325875.0,325875.0,0.0,False,,,EU
1421,12870,101138289,GlobalAM,903771602,CZ03214257,SAFINA AS,,False,PRC,VIDENSKA 104,252 50,VESTEC,CZ,CZ020,"49.9853063,14.4936975",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/903771602/101138289,2024-01-18 14:08:57,1987009,6,participant,398250.0,398250.0,0.0,False,,,EU
1422,12871,101138289,GlobalAM,999852624,DE113057055,UNIVERSITAET KASSEL,UNI KASSEL,False,HES,MONCHEBERGSTRASSE 19,34125,Kassel,DE,DE731,"51.3228148,9.50781140528826",http://www.uni-kassel.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999852624/101138289,2024-01-18 14:08:57,1914398,4,participant,417149.23,417149.23,0.0,False,,,EU
1423,12872,101138289,GlobalAM,950316276,DE213388230,EURA AG,,True,PRC,MAX EYTH STRASSE 2,73479,Ellwangen Jagst,DE,DE11D,"48.955880050000005,10.183804300000002",http://www.euraconsult.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/950316276/101138289,2024-01-18 14:08:57,2212156,8,participant,356437.5,356437.5,0.0,False,,,EU
1424,12873,101138289,GlobalAM,999990655,DK30060946,DANMARKS TEKNISKE UNIVERSITET,TECHNICAL UNIVERSITY OF DENMARK DTU,False,HES,ANKER ENGELUNDS VEJ 101,2800,Kongens Lyngby,DK,DK012,"55.7718649,12.5051413",http://www.dtu.dk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999990655/101138289,2024-01-18 14:08:57,1905565,3,participant,760964.11,760964.11,0.0,False,,,EU
1425,12874,101138289,GlobalAM,999879881,IT04376620151,POLITECNICO DI MILANO,POLIMI,False,HES,PIAZZA LEONARDO DA VINCI 32,20133,Milano,IT,ITC4C,"45.4791336,9.2278807",http://www.polimi.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999879881/101138289,2024-01-18 14:08:57,1905660,5,participant,589040.0,589040.0,0.0,False,,,EU
1426,12875,101138289,GlobalAM,923188771,IT11434740012,PRIMA ADDITIVE SRL,Prima Additive s.r.l.,True,PRC,CORSO RE UMBERTO 54,10128,Torino To,IT,ITC11,"45.0501038,7.6619996",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/923188771/101138289,2024-01-18 14:08:57,2725700,2,participant,468000.0,468000.0,0.0,False,,,EU
1427,12876,101138718,WISE,952984358,IT10777180018,IRIS SRL,,True,PRC,CORSO UNIONE SOVIETICA 612/21,10135,Torino,IT,ITC11,"45.041344,7.656082",http://www.irissrl.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952984358/101138718,2024-01-08 20:33:12,2209815,2,participant,455088.75,455088.75,0.0,False,,,EU
1428,12877,101138718,WISE,999881627,SE202100405201,HOGSKOLAN VAST,HV,False,HES,HOGSKOLAN VAST,461 86,Trollhattan,SE,SE232,"58.2825913,12.2923390359507",http://www.hv.se,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999881627/101138718,2024-01-08 20:33:12,1911105,10,participant,380000.0,380000.0,0.0,False,,,EU
1429,12878,101138718,WISE,916716446,IT07949220722,MORPHICA SOCIETA A RESPONSABILITA LIMITATA,MORPHICA,True,PRC,VIA EUGENIO MONTALE 3,70043,Monopoli,IT,ITF47,"45.51256735,12.05399325445687",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/916716446/101138718,2024-01-08 20:33:12,3145089,6,participant,402975.0,402975.0,0.0,False,,,EU
1430,12879,101138718,WISE,944209835,,FEMTOPRINT SA,,True,PRC,VIA INDUSTRIA 3,6933,Muzzano,CH,CH070,"47.0965583,7.5683343",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/944209835/101138718,2024-01-08 20:33:12,1986385,15,associatedPartner,,0.0,,False,,,EU
1431,12880,101138718,WISE,999995893,EL090101655,IDRYMA TECHNOLOGIAS KAI EREVNAS,FOUNDATION FOR RESEARCH AND TECHNOLOGYHELLAS,False,REC,N PLASTIRA STR 100,70013,Irakleio,EL,EL431,"35.335976,25.126581",http://www.forth.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999995893/101138718,2024-01-08 20:33:12,1906526,7,participant,334375.0,334375.0,0.0,False,,,EU
1432,12881,101138718,WISE,953042461,ESB20822334,NEOS SURGERY SL,NEOS,True,PRC,PASEO MIKELETEGI 2 PARQUE TECNOLOGI,20009,DONOSTIA SAN SEBASTIAN,ES,ES212,"43.3224219,-1.9838888",https://www.neosurgery.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/953042461/101138718,2024-01-08 20:33:12,2045204,12,participant,321750.0,321750.0,0.0,False,,,EU
1433,12882,101138718,WISE,902059552,DK40051171,ATLANT 3D NANOSYSTEMS APS,ATLANT 3D,True,PRC,MARKAERVEJ 2B,2630,TAASTRUP,DK,DK012,"55.782239,12.512992",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/902059552/101138718,2024-01-08 20:33:12,1959760,3,participant,607500.0,607500.0,0.0,False,,,EU
1434,12883,101138718,WISE,998762926,FR12441414117,AMPLITUDE,Amplitude,True,PRC,AVENUE DE CANTERANNE 11 BAT MEROPA 6 ALEE DES LUMIERES CITE DE LA PHOTONIQUE,33600,Pessac,FR,FRI12,"44.805615,-0.6308396",http://www.amplitude-systemes.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998762926/101138718,2024-01-08 20:33:12,1965857,4,participant,678750.0,678750.0,0.0,False,,,EU
1435,12884,101138718,WISE,915751975,CHE228439906IVA,MCH-TRONICS SAGL,MCH-TRONICS SAGL,True,PRC,VIA CANTONALE CENTRO GALLERIA 3,6928,Manno,CH,CH070,"46.0346218,8.919398",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/915751975/101138718,2024-01-08 20:33:12,3145091,16,associatedPartner,,0.0,,False,,,EU
1436,12885,101138718,WISE,894829851,EL801218340,FOTO-KATALYTIKA NANO YLIKA I.K.E.,PCN MATERIALS,False,PRC,VIOTECHNIKO PARKO ANOPOLIS,70008,IRAKLEIO,EL,EL431,"35.3043078,25.0935901",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/894829851/101138718,2024-01-08 20:33:12,1980193,8,participant,265875.0,265875.0,0.0,False,,,EU
1437,12886,101138718,WISE,891261415,IT12349760012,ALITE S.R.L.,,False,PRC,VIA CONTE ROSSO 3,10121,TORINO,IT,ITC11,"45.066982,7.6767689",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/891261415/101138718,2024-01-08 20:33:12,1986386,5,participant,492000.0,492000.0,0.0,False,,,EU
1438,12887,101138718,WISE,999977754,IT00518460019,POLITECNICO DI TORINO,POLITO,False,HES,CORSO DUCA DEGLI ABRUZZI 24,10129,Torino,IT,ITC11,"45.0626528,7.6618159",http://www.polito.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999977754/101138718,2024-01-08 20:33:12,1905674,9,participant,533750.0,533750.0,0.0,False,,,EU
1439,12888,101138718,WISE,999984641,SE556029034701,GKN AEROSPACE SWEDEN AB,,False,PRC,-,46181,Trollhaettan,SE,SE232,"58.2178681,12.3413859774765",http://www.gknaerospace.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984641/101138718,2024-01-08 20:33:12,1905667,11,participant,344250.0,344250.0,0.0,False,,,EU
1440,12889,101138718,WISE,999479659,,HAUTE ECOLE SPECIALISEE DE SUISSE OCCIDENTALE,HES-SO,False,HES,Route de Moutier 14,2800,Delemont,CH,CH025,"47.3613749,7.34610495",http://www.eesp.ch,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999479659/101138718,2024-01-08 20:33:12,1907018,13,associatedPartner,,0.0,,False,,,EU
1441,12890,101138718,WISE,999587620,,SCUOLA UNIVERSITARIA PROFESSIONALE DELLA SVIZZERA ITALIANA,SUPSI,False,HES,STABILE LE GERRE,6928,Manno,CH,CH070,"46.0346218,8.919398",http://www.supsi.ch,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999587620/101138718,2024-01-08 20:33:12,1908517,14,associatedPartner,,0.0,,False,,,EU
1442,12891,101138718,WISE,923188771,IT11434740012,PRIMA ADDITIVE SRL,Prima Additive s.r.l.,True,PRC,CORSO RE UMBERTO 54,10128,Torino To,IT,ITC11,"45.0501038,7.6619996",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/923188771/101138718,2024-01-08 20:33:12,2725700,1,coordinator,757500.0,757500.0,0.0,False,,,EU
1443,12922,101091514,SYNTECS,909654167,TR3850010691,FARPLAS OTOMOTIV ANONIM SIRKETI,FARPLAS,False,PRC,TOSB OTOMOTIV MAHALLESI 3 CAD NO 11 2,41420,Kocaeli,TR,TR421,"40.7822949,29.4417285",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/909654167/101091514,2022-12-13 15:38:37,1953556,4,participant,288125.0,288125.0,288125.0,False,,0.0,AS
1444,12923,101091514,SYNTECS,997334213,BE0451889445,EUROPEAN FEDERATION FOR WELDING JOINING AND CUTTING,EWF,True,OTH,AV ANTOON VAN OSS 1 4,1120,Bruxelles / Brussel,BE,BE100,"50.9051936,4.4061338",https://www.ewf.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997334213/101091514,2022-12-13 15:38:37,1950873,10,participant,222500.0,222500.0,222500.0,False,,0.0,EU
1445,12924,101091514,SYNTECS,916526423,PT506506770,"3 DRIVERS - ENGENHARIA, INOVACAO E AMBIENTE SA",,True,PRC,"AVENIDA CONDE VALBOM 6, PISO 6",1050-068,LISBOA,PT,PT170,"38.7353708,-9.1482581",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/916526423/101091514,2022-12-13 15:38:37,1974609,5,participant,316165.0,316165.0,316165.0,False,,0.0,EU
1446,12925,101091514,SYNTECS,998915701,BE0465268616,LASER ENGINEERING APPLICATIONS SA,LASEA,True,PRC,RUE LOUIS PLESCIA 31,4102,Seraing,BE,BE332,"50.6158463,5.57681107950924",http://www.lasea.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998915701/101091514,2022-12-13 15:38:37,2124778,2,participant,822648.0,822648.0,822648.0,False,,0.0,EU
1447,12926,101091514,SYNTECS,993500094,IE8263572M,DEPUY IRELAND UNLIMITED COMPANY,DePuy Ireland,False,PRC,LOUGHBEG,P43,Ringaskiddy,IE,IE053,"51.82221775,-8.307133282740892",http://www.Depuy.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/993500094/101091514,2022-12-13 15:38:37,2001046,7,participant,267175.0,267175.0,267175.0,False,,0.0,EU
1448,12927,101091514,SYNTECS,999992886,IT07084560015,CENTRO RICERCHE FIAT SCPA,CENTRO RICERCHE FIAT,False,REC,STRADA TORINO 50,10043,Orbassano,IT,ITC11,"45.0140614,7.5647471",http://www.crf.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999992886/101091514,2022-12-13 15:38:37,1905908,6,participant,303750.0,303750.0,303750.0,False,,0.0,EU
1449,12928,101091514,SYNTECS,999984059,DE129515865,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101091514,2022-12-13 15:38:37,1905912,1,coordinator,1213092.5,1213092.5,1213092.5,False,,0.0,EU
1450,12929,101091514,SYNTECS,934722750,GB159558168,ICONIQ INNOVATION LTD,,True,PRC,"HARBOROUGH INNOVATION CENTRE, AIRFIELD BUSINESS PA LEICESTER ROAD",LE16 7WB,Market Harborough Leicestershire,UK,UKF22,"52.495324499999995,-0.9393857226679003",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/934722750/101091514,2022-12-13 15:38:37,1974842,13,associatedPartner,,0.0,,False,,,EU
1451,12930,101091514,SYNTECS,999907526,GB729856187,THE UNIVERSITY OF BIRMINGHAM,UoB,False,HES,Edgbaston,B15 2TT,Birmingham,UK,UKG31,"52.4609756,-1.9172134",http://www.bham.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999907526/101091514,2022-12-13 15:38:37,1906227,12,associatedPartner,,0.0,,False,,,EU
1452,12931,101091514,SYNTECS,996699251,FR71353969348,CENTRE TECHNIQUE INDUSTRIEL DE LA PLASTURGIE ET DES COMPOSITES,IPC,False,REC,RUE PIERRE ET MARIE CURIE 2,1100,Bellignat,FR,FRK21,"46.2500367,5.6306215",http://www.poleplasturgie.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/996699251/101091514,2022-12-13 15:38:37,1974859,8,participant,324731.0,324731.0,324731.25,False,,0.25,EU
1453,12932,101091514,SYNTECS,890335647,DE342891592,FUSION BIONIC GMBH,,True,PRC,LOBTAUER STRASSE 69,1159,Dresden,DE,DED21,"51.0456466,13.7070067",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/890335647/101091514,2022-12-13 15:38:37,1979467,3,participant,498501.0,498501.0,498501.25,False,,0.25,EU
1454,12933,101091514,SYNTECS,954983722,PT509830072,IST-ID ASSOCIACAO DO INSTITUTO SUPERIOR TECNICO PARA A INVESTIGACAO E O DESENVOLVIMENTO,IST ID,False,REC,AVENIDA ANTONIO JOSE DE ALMEIDA 12,1000-043,Lisboa,PT,PT170,"38.7322262,-9.1365491",http://www.ist-id.pt,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/954983722/101091514,2022-12-13 15:38:37,1921174,9,participant,225125.0,225125.0,225125.0,False,,0.0,EU
1455,12934,101091514,SYNTECS,968703596,GB787326586,EUROPEAN THERMODYNAMICS LIMITED,ETL,True,PRC,"PRIORY BUSINESS PARK, WISTON ROAD 8",LE8 0RX,Kibworth Harcourt,UK,UKF22,"52.5442128,-0.9931031",http://www.etdyn.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/968703596/101091514,2022-12-13 15:38:37,1939559,14,associatedPartner,,0.0,,False,,,EU
1456,12935,101091514,SYNTECS,959490342,,THE MANUFACTURING TECHNOLOGY CENTRE LIMITED,MTC,True,REC,"PILOT WAY, ANSTY BUSINESS PARK",CV7 9JU,Coventry,UK,UKG13,"52.4081812,-1.510477",https://www.the-mtc.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/959490342/101091514,2022-12-13 15:38:37,1916946,11,associatedPartner,,0.0,,False,,,EU
1457,13107,101091374,MultiMiner,999432614,FI02446807,GEOLOGIAN TUTKIMUSKESKUS,GEOLOGICALSURVEY OF FINLAND,False,REC,VUORIMIEHENTIE 5,2151,Espoo,FI,FI1B1,"60.1801838,24.8299819",http://www.gtk.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999432614/101091374,2023-03-10 21:46:28,1908626,1,coordinator,714375.0,714375.0,714375.0,False,,0.0,EU
1458,13108,101091374,MultiMiner,900088609,EL997401200,ELLINIKI ARCHI GEOLOGIKON KAI METALLEFTIKON EREVNON,,False,PUB,1 SPIROU LOUI STR.,13677,Acharnae,EL,EL305,"38.0543785,23.732682402836453",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/900088609/101091374,2023-03-10 21:46:28,1961518,4,participant,168300.0,168300.0,168300.0,False,,0.0,EU
1459,13109,101091374,MultiMiner,883926178,ATU78680526,"GEOSPHERE AUSTRIA - BUNDESANSTALT FUR GEOLOGIE, GEOPHYSIK, KLIMATOLOGIE UND METEOROLOGIE",GEOSPHERE AUSTRIA,False,REC,HOHE WARTE 38,1190,Wien,AT,AT130,"48.2485021,16.3556787",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/883926178/101091374,2023-03-10 21:46:28,1981150,10,participant,330375.0,330375.0,330375.0,False,,0.0,EU
1460,13110,101091374,MultiMiner,920204566,FI09488655,YARA SUOMI OY,,False,PRC,BERTEL JUNGIN AUKIO 9,2600,Espoo,FI,FI1B1,"60.2170314,24.8143143",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/920204566/101091374,2023-03-10 21:46:28,3146521,3,participant,53550.0,53550.0,53550.0,False,,0.0,EU
1461,13111,101091374,MultiMiner,999898117,ATU57480504,MONTANUNIVERSITAET LEOBEN,Montanuniversitaet Leoben,False,HES,FRANZ JOSEF STRASSE 18,8700,Leoben,AT,AT223,"47.3847798,15.0930372",https://www.unileoben.ac.at,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999898117/101091374,2023-03-10 21:46:28,1948289,7,participant,146000.0,146000.0,146000.0,False,,0.0,EU
1462,13112,101091374,MultiMiner,997830368,DE126038986,EFTAS FERNERKUNDUNG TECHNOLOGIETRANSFER GMBH,EFTAS,True,PRC,OSTSTRASSE 2-18,48145,Munster,DE,DEA33,"51.967338549999994,7.599247297896294",http://www.eftas.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997830368/101091374,2023-03-10 21:46:28,1934878,12,participant,149625.0,149625.0,149625.0,False,,0.0,EU
1463,13113,101091374,MultiMiner,932760440,FI26473754,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,VTT,False,REC,TEKNIIKANTIE 21,2150,Espoo,FI,FI1B1,"60.2051454,24.6569676",https://www.vtt.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/932760440/101091374,2023-03-10 21:46:28,2104951,2,participant,702880.0,702880.0,702880.0,False,,0.0,EU
1464,13114,101091374,MultiMiner,999977463,DE811193231,TECHNISCHE UNIVERSITAET MUENCHEN,TUM,False,HES,Arcisstrasse  21,80333,Muenchen,DE,DE212,"48.1499912,11.567459",http://www.tu-muenchen.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999977463/101091374,2023-03-10 21:46:28,1905691,14,participant,643150.0,643150.0,643150.0,False,,0.0,EU
1465,13115,101091374,MultiMiner,895452009,ATU54521806,VEITSCH-RADEX GMBH & CO OG,,False,PRC,KRANICHBERGGASSE 6,1120,Wien,AT,AT130,"48.1687067,16.3328185",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/895452009/101091374,2023-03-10 21:46:28,1972448,13,associatedPartner,,0.0,0.0,False,,0.0,EU
1466,13116,101091374,MultiMiner,999987939,,FONDATION EUROPEENNE DE LA SCIENCE,,False,OTH,QUAI LEZAY MARNESIA 1,67080,Strasbourg Cedex,FR,FRF11,"48.5849051,7.7546812",http://www.esf.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999987939/101091374,2023-03-10 21:46:28,1908434,5,participant,235925.0,235925.0,235925.0,False,,0.0,EU
1467,13117,101091374,MultiMiner,999429413,DE811289832,BUNDESANSTALT FUER GEOWISSENSCHAFTEN UND ROHSTOFFE,BGR,False,REC,Stilleweg  2,30655,Hannover,DE,DE929,"52.4038539,9.8232932",http://www.bgr.bund.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999429413/101091374,2023-03-10 21:46:28,1907103,8,participant,711875.0,711875.0,711875.0,False,,0.0,EU
