id,acronym,status,title,startDate,endDate,totalCost,ecMaxContribution,legalBasis,topics,ecSignatureDate,masterCall,subCall,fundingScheme,objective,contentUpdateDate,grantDoi,description,destinationTitles,taxonomyObjective
101093126,ACES,SIGNED,Autopoietic Cognitive Edge-cloud Services,2023-01-01 00:00:00,2025-12-31 00:00:00,5543925,5543925,HORIZON.2.4,HORIZON-CL4-2022-DATA-01-02,2022-12-01 00:00:00,HORIZON-CL4-2022-DATA-01,HORIZON-CL4-2022-DATA-01,HORIZON-RIA,"The increasing need for cloud services at the edge (edgeâ€“services) is caused by the rapidly growing quantity and capabilities of connected and interacting edge devices exchanging vast amounts of data. This poses different challenges to cloud computing architectures at the edge, such as i) ability to provide end-to-end transaction resiliency of applications broken down in distributions of microservices; ii) creating reliability and stability of automation in cloud management under increasing complexity iii) secure and timely handling of the increasing and latency sensitive flow (east-west) of sensitive data and applications; iv)need for explainable AI and transparency of the increasing automation in edge-services platform by operators, software developers and end-users. ACES will solve these challenges by infused autopoiesis and cognition on different levels of cloud management to empower with AI different functionalities such as: workload placement, service and resource management, data and policy management. ACES key outcomes will be: i) autopoiesis cognitive cloud-edge framework; ii) awareness tools, AI/ML agents for workload placement, service and resource management, data and policy management, telemetry and monitoring; iii) agents safeguarding stability in situations of extreme load and complexity; iv) swarm technology-based methodology and implementation for orchestration of resources in the edge; v) edge-wide workload placement and optimization service; vi) an app store for classification, storage, sharing and rating of AI models used in ACES.ACES will be demonstrated and validated in 3 scenarios demanding for support of highly decentralised computing, ability to take autonomic decisions, reducing costs of cloud-edge management and increasing their efficiency ,thus reducing impact on environment.To foster the uptake of ACES outcomes beyond its lifespan, different activities are foreseen to drive adoption to a wider network of stakeholders in key sectors",2022-12-13 15:36:24,10.3030/101093126,Cognitive Cloud: AI-enabled computing continuum from Cloud to Edge (RIA),World-leading Data and Computing Technologies,"artificial intelligence,advanced computing and big data,5g"
101092639,FAME,SIGNED,Federated decentralized trusted dAta Marketplace for Embedded finance,2023-01-01 00:00:00,2025-12-31 00:00:00,"16621393,75","12889656,25",HORIZON.2.4,HORIZON-CL4-2022-DATA-01-04,2022-11-16 00:00:00,HORIZON-CL4-2022-DATA-01,HORIZON-CL4-2022-DATA-01,HORIZON-IA,"FAME is a joint effort of world-class experts in data management, data technologies, the data economy, and digital finance to develop, deploy and launch to the global market a unique, trustworthy, energy-efficient, and secure federated data marketplace for Embedded Finance (EmFi). The FAME marketplace will alleviate the proclaimed limitations of centralized cloud marketplaces towards demonstrating the full potential of the data economy. In this direction, the project will enhance a state of the art data marketplace infrastructure (i.e., H2020 i3-Market marketplace) with novel functionalities in three complementary directions namely: â€¢Secure, interoperable, and regulatory compliant data exchange across multiple federated cloud-based data providers in-line with emerging European initiatives like GAIA-X.â€¢Decentralized, programmable, data assets trading and pricing leveraging blockchain tokenization techniques (including support for accruing data assets value in NFTs).â€¢Integration of trusted and Energy Efficient (EE) analytics based on novel technologies such as Quantitative Explainable AI, Situation Aware Explainability (SAX), incremental EE analytics, and edge analytics.FAME will become operational in a federated cloud environment with multiple providers of EmFi data assets, including datasets, AI/ML models, and more. It will become interconnected with more than 12 data marketplaces that are operated by the project partners, as well as with other data infrastructures that will support the implementation of 7 pilots. Through this process, the catalog of the FAME marketplace will be populated with a critical mass of 1000+ data assets. Furthermore, FAME will establish a Learning Center (LC) for tech and non-tech users, as this is a key prerequisite for unlocking the potential of the data economy. FAME will build a vibrant community of EmFi stakeholders around the FAME platform, which will serve as a catalyst for the sustainability of the projectâ€™s results.",2023-03-10 21:12:40,10.3030/101092639,"Technologies and solutions for data trading, monetizing, exchange and interoperability (AI, Data and Robotics Partnership) (IA)",World-leading Data and Computing Technologies,"advanced computing and big data,artificial intelligence,blockchain,next generation internet"
101092646,CloudSkin,SIGNED,Adaptive virtualization for AI-enabled Cloud-edge Continuum,2023-01-01 00:00:00,2025-12-31 00:00:00,"3405322,5","3405322,5",HORIZON.2.4,HORIZON-CL4-2022-DATA-01-02,2022-11-17 00:00:00,HORIZON-CL4-2022-DATA-01,HORIZON-CL4-2022-DATA-01,HORIZON-RIA,"""As of today, 80% of the data processing and analysis occurs in cloud data centers, and only 20% of processing occurs at the edge. This incipient exploitation of edge resources increases time to value and prevents business processes, decisions, and intelligence to be taken outside of the data center, which prevents Europe to unlock an entire set of new opportunities to serve different industries and use cases in Europe in the next years. To help to materialize the European bid on a true continuum in the next few years, CloudSkin pursues to build a cognitive cloud continuum platform with three main innovations: 1. The CloudSkin platform will leverage AI/ML to optimize workloads, resources, energy, and network traffic for a rapid adaptation to changes in application behavior and data variability, re-configuraing the """"sweet spot"""" between the cloud and the edge in the face of the rapid varying conditions;2. The CloudSkin platform will also help users to achieve â€œstack identicalityâ€ across the Cloud-edge continuum, whereby the same (legacy) software stacks (e.g., MPI programs) running in data centers can seamlessly run at remote edges. The development of a new lightweight, portable virtualizaion abstraction will be paired with the development of new confidential abstractions to protect data while it is in use; and 3. CloudSkin will also contribute to prepare the needed infrastructure to integrate the new virtualized execution abstractions into the virtual resource continuum, particularly, for those Cloud-edge applications composed of small tasks with fast data access and sharing requirements. The infrastructure will expose the relevant control knobs to enable dynamic reconfiguration of resources as assisted by the AI/ML-based orchestration plane in the CloudSkin platform.Altogether,  the above innovations are the strategic elements of what we envision as the new â€œcognitive continuum for the cloud and edge"""".""",2022-11-25 16:34:15,10.3030/101092646,Cognitive Cloud: AI-enabled computing continuum from Cloud to Edge (RIA),World-leading Data and Computing Technologies,"artificial intelligence,advanced computing and big data"
101092644,NEARDATA,SIGNED,Extreme Near-Data Processing  Platform,2023-01-01 00:00:00,2025-12-31 00:00:00,3913585,3913585,HORIZON.2.4,HORIZON-CL4-2022-DATA-01-05,2022-11-16 00:00:00,HORIZON-CL4-2022-DATA-01,HORIZON-CL4-2022-DATA-01,HORIZON-RIA,"The main goal is to design an Extreme near-data platform to enable consumption, mining and processing of dis-tributed and federated data without needing to master the logistics of data access across heterogeneous datalocations and pools. We go beyond traditional passive or bulk data ingested from storage systems towards nextgeneration near-data processing platforms both in the Cloud and in the Edge. In our platform, Extreme Data in-cludes both metadata and trustworthy data connectors enabling advanced data management operations like datadiscovery, mining, and filtering from heterogeneous data sources. The three core objectives are:O-1 Provide high-performance near-data processing for Extreme Data Types: The first objective is to create anovel intermediary data service (XtremeDataHub) providing  serverless  data connectors that optimize data management operations(partitioning, filtering, transformation, aggregation) and interactive queries (search, discovery, matching,multi-object queries) to efficiently present data to analytics platforms. Our data connectors facilitate a elas-tic data-driven process-then-compute paradigm which significantly reduces data communication on thedata interconnect, ultimately resulting in higher overall data throughput.O-2 Support real-time video streams but also event streams that must be ingested and processed very fast toObject Storage: The second objective is to seamlessly combine streaming and batch data processing foranalytics. To this end, we will develop stream data connectors deployed as stream operators offering veryfast stateful computations over low-latency event and video streams.O-3 The third objective is to create a Data Broker service enabling trustworthy data sharing and confidential orchestration of data pipelines across the Compute Continuum. We will provide secure data orchestration, transfer, processing and access thanks to Trusted Execution Environments (TEEs) and federated learning architectures.",2023-04-05 12:26:16,10.3030/101092644,"Extreme data mining, aggregation and analytics technologies and solutions (RIA)",World-leading Data and Computing Technologies,"advanced computing and big data,artificial intelligence"
101093129,AC3,SIGNED,Agile and Cognitive Cloud edge Continuum management,2023-01-01 00:00:00,2025-12-31 00:00:00,5975500,5975000,HORIZON.2.4,HORIZON-CL4-2022-DATA-01-02,2022-11-21 00:00:00,HORIZON-CL4-2022-DATA-01,HORIZON-CL4-2022-DATA-01,HORIZON-RIA,"The ever-growing resource needs of modern-day applications regarding guaranteed low latency and the massive data transfer rate are constantly pushing the boundaries of technologies and requiring a paradigm shift. To cater for these escalating resource needs, modern IT computing platforms have evolved beyond the more traditional central cloud/DC with bleeding-edge processing powers and high-capacity networking infrastructure to extend their coverage all the way to the network edge, which may also include the far-edge nowadays. This creates a new paradigm called cloud edge computing continuum (CECC), whereby the services span from core cloud to edge and far edge. To efficiently manage and continuously optimize resources through this new model using the CECC approach, we propose an Agile and Cognitive Cloud-edge Continuum (AC3) management framework. This framework will play a critical role in providing scalability, agility, effectiveness, and dynamicity in service delivery over the CECC infrastructure. AC3 will offer a common and secure federated platform that manages data source, CECC resources, and application behaviour in a unified and harmonized manner to ensure the desired SLA and save energy consumption. Moreover, the AC3 platform can adapt to a different context and events happening in the network, such as lack of resources, data deluge, or mobility of data source, by managing (i.e., deploying or migrating) micro-services across CECC infrastructures. AC3 will leverage AI, ML, and semantic and context awareness algorithms to provide an efficient life cycle management system of services, data sources, and CECC resources for ensuring low response time and high data rate while saving energy consumption.",2022-11-25 16:45:04,10.3030/101093129,Cognitive Cloud: AI-enabled computing continuum from Cloud to Edge (RIA),World-leading Data and Computing Technologies,"advanced computing and big data,artificial intelligence,5g,6g,extended reality"
101093202,Graph-Massivizer,SIGNED,Extreme and Sustainable Graph Processing for Urgent Societal Challenges in Europe,2023-01-01 00:00:00,2025-12-31 00:00:00,"4998062,5","4998062,5",HORIZON.2.4,HORIZON-CL4-2022-DATA-01-05,2022-11-18 00:00:00,HORIZON-CL4-2022-DATA-01,HORIZON-CL4-2022-DATA-01,HORIZON-RIA,"Graph-Massivizer researches and develops a high-performance, scalable, and sustainable platform for information processing and reasoning based on the massive graph representation of extreme data. It delivers a toolkit of five open-source software tools and FAIR graph datasets covering the sustainable lifecycle of processing extreme data as massive graphs. The tools focus on holistic usability (from extreme data ingestion and massive graph creation), automated intelligence (through analytics and reasoning), performance modelling, and environmental sustainability tradeoffs, supported by credible data-driven evidence across the computing continuum. The automated operation based on the emerging serverless computing paradigm supports experienced and novice stakeholders from a broad group of large and small organisations to capitalise on extreme data through massive graph programming and processing.Graph Massivizer validates its innovation on four complementary use cases considering their extreme data properties and coverage of the three sustainability pillars (economy, society, and environment): sustainable green finance, global environment protection foresight, green AI for the sustainable automotive industry, and data centre digital twin for exascale computing. Graph Massivizer promises 70% more efficient analytics than AliGraph, and 30% improved energy awareness for ETL storage operations than Amazon Redshift. Furthermore, it aims to demonstrate a possible two-fold improvement in data centre energy efficiency and over 25% lower GHG emissions for basic graph operations. Graph-Massivizer gathers an interdisciplinary group of twelve partners from eight countries, covering four academic universities, two applied research centres, one HPC centre, two SMEs and two large enterprises. It leverages the world-leading roles of European researchers in graph processing and serverless computing and uses leadership-class European infrastructure in the computing continuum.",2023-05-04 20:03:17,10.3030/101093202,"Extreme data mining, aggregation and analytics technologies and solutions (RIA)",World-leading Data and Computing Technologies,"advanced computing and big data,artificial intelligence,emerging enabling technologies,low carbon and clean industries"
101092950,EDGELESS,SIGNED,Cognitive edge-cloud with serverless computing,2023-01-01 00:00:00,2025-12-31 00:00:00,"4942958,75","4942958,75",HORIZON.2.4,HORIZON-CL4-2022-DATA-01-02,2022-11-17 00:00:00,HORIZON-CL4-2022-DATA-01,HORIZON-CL4-2022-DATA-01,HORIZON-RIA,"EDGELESS is set to efficiently operate serverless computing in extremely diverse computing environments from resource-constrained edge devices to highly-virtualised cloud platforms. By taking advantage of AI/ML solutions, it will enable automatic deployment and reconfiguration to fully exploit compute resources available on clusters of nearby edge nodes. EDGELESS will define novel orchestration systems that provide a flexible horizontally scalable compute solution able to fully use heterogeneous edge resources, while preserving vertical integration with the cloud and the benefits of serverless, including its application programming model. It will address edge systems at design stage, particularly targeting low-latency, high-reliability applications with computationally-intensive tasks, requiring specialised hardware or a trusted environment. This ambitious challenge will be met via distributed computing solutions to partition the edge environment in clusters, each managed as a local decentralised serverless platform. In each cluster, orchestration and scheduling of jobs will run smoothly thanks to real-time monitoring of short-term load/network/energy conditions and anticipatory AI-powered algorithms to manage lightweight virtualised lambda executors, e.g., unikernels. Environmental sustainability will be boosted by dynamically concentrating resources physically (e.g., by temporarily switching off far-edge devices) or logically (e.g., by dispatching tasks towards a specific set of nodes), at the expense of performance-tolerant applications. Clusters will cooperate with each other and with all the layers in the edge-cloud continuum to compose complex applications on-demand through a FaaS paradigm. EDGELESS innovations will be validated through testbeds (near-edge MEC and two small-device lab setups), integrated through a federated edge-cloud infrastructure, and three pilots: Autonomous Smart City Surveillance, Internet of Robotic Things, and HealthCare Assistants.",2022-11-25 10:06:25,10.3030/101092950,Cognitive Cloud: AI-enabled computing continuum from Cloud to Edge (RIA),World-leading Data and Computing Technologies,"artificial intelligence,advanced computing and big data,5g,extended reality,robotics"
101114754,DA23,SIGNED,Digital Assembly 2023,2023-01-01 00:00:00,2023-09-30 00:00:00,1058450,500000,HORIZON.2.4,HORIZON-CL4-2022-DIGITAL-ASSEMBLY-IBA,2022-12-01 00:00:00,HORIZON-CL4-2022-DIGITAL-ASSEMBLY-IBA,HORIZON-CL4-2022-DIGITAL-ASSEMBLY-IBA,CSA,"The Digital Assembly is an annual event hosted by the European Commission and the holder of the spring presidency of the Council of the European Union. It is a forum to address important issues of the digital transition. The Digital Assembly of 2023 (DA23) will be hosted by the Swedish presidency at Scandinavian XPO during Q2 2023. The Swedish Presidency seeks to build a conference program that addresses current EU initiatives as well as ongoing debates on the conference theme. Thus, the conference will provide an opportunity to showcase the status and potential of initiatives within the Digital Decade, the EU Cyber Security Strategy as well as the Twin transitions. The Swedish Presidency also aims to build upon related conversations previously held within the Troika, such as the Digital Assembly 2022 conference in Toulouse and the conference EU Secure and Innovative Digital Future held in Prague 2022. However, given the quickly changing discursive context within which the conference will be situated, the project management will closely follow the development in related fields and tailor the program accordingly.Objective 1: To stimulate the European discourse on the EUs digital transition and cyber security by providing a platform for multistakeholder dialogue.The target group for DA23 is government officials, regulators, private sector representatives and the academia. Non-governmental organisations will also be approached to contribute their perspective on the topic at hand. EU Commissioners and the Troika ministers in the European Union responsible for digital issues will be invited, as well as high-level business and public policy decisionmakers. By bringing together a multitude of stakeholder in a quad helix constellation the project will stimulate debate, collaboration and innovation on the conference theme.",2023-01-19 16:52:43,,,Digital & Emerging Technologies for Competitiveness and Fit for the Green Deal,"artificial intelligence,advanced computing and big data,5g,6g,blockchain"
101092796,ACCORDs,SIGNED,Green deal inspired correlative imaging-based characterization for safety profiling of 2D materials,2023-01-01 00:00:00,2026-06-30 00:00:00,1674150,"1669149,75",HORIZON.2.4,HORIZON-CL4-2022-DIGITAL-EMERGING-01-35,2022-11-14 00:00:00,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-CL4-2022-DIGITAL-EMERGING-01,RIA,"ACCORDs will develop an imaging-based characterization framework (ACCORDs framework) for the holistic correlative assessment of Graphene Family Materials (GFMs) as a representative of 2D nanomaterials (NMs) to assess and predict 2D NMs health and environmental risks. The ACCORDs framework will operationalise safe and sustainable by design (SSbD) strategies proposed in past or ongoing H2020 projects or within OECD by correlating low-, medium-, and high-resolution physico-chemical-biological imaging-based methods with non-imaging methods in a tiered approach. ACCORDs will deliver the ACCORDs framework and user guidance, new imaging-based characterisation methods (3-6 methods), reference in vitro tests (up to three new tests), new reference 2D NMs (up to three) for different matrices, a new minimum information reporting guideline for FAIR data sharing and reuse of images as well as an atlas with reference images for diagnostics of compromised safety of GFMs / GFM products. The new guidelines and standard proposals will be submitted to standardisation bodies to allow creation of regulatory ready products. The novelty of ACCORDs is in translating the principles of medical imaging-based diagnostics to 2D material hazard diagnostics. ACCORDs will accelerate industrial sectors in the area of aviation, marine construction, drone production, flexible electronics, photovoltaics, photocatalytics and print inks-based sensors. The value ACCORDs proposes to the graphene industry are practical, easy, imaging-based tools for GFM quality monitoring next to the production line with a possibility to be correlated with advanced high-resolution imaging characterization methods in case hazard i.e. deviation from controls (benchmark values) are diagnosed. The ACCORDs framework and tools will contribute to the European Green Deal by addressing the topic: â€œGraphene: Europe in the leadâ€ and to a new European strategy on standardization, released on 2nd February, 2022.",2022-11-18 17:20:00,10.3030/101092796,,Digital & Emerging Technologies for Competitiveness and Fit for the Green Deal,"advanced materials,artificial intelligence,circular industries,space including earth observation"
101093171,PHOREVER,SIGNED,PHOtonic integrated OCT-enhanced flow cytometry for canceR and cardiovascular diagnostics enabled by Extracellular VEsicles discRimination,2023-01-01 00:00:00,2026-06-30 00:00:00,"4973882,5","4973882,5",HORIZON.2.4,HORIZON-CL4-2022-DIGITAL-EMERGING-01-03,2022-11-17 00:00:00,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-RIA,"Imaging tools such as the Computed Tomography (CT) and the Magnetic Resonance Imaging (MRI) can offer diagnosis of the cancer and the cardiovascular disease (CVD), but not insight into the molecular mechanisms that promote their occurrence, progression and possible resistance to treatment. Information about these mechanisms is present however in the blood. Extracellular vesicles (EVs) are secreted into the blood, and can inform us about the state of their cells of origin, and by extension, about the presence and progression of diseases. Unfortunately, their detection is still imperfect due to the ultra-small size (50-200 nm) of most of them. PHOREVER will develop a disruptive multi-sensing platform that will enable for the first time the reliable detection of EVs with size down to 80 nm, the detection of EVs with specific biomarkers (proteins) on their surface, and the calculation of the corresponding EV concentrations in the blood. Its operation will be based on 3 sensing modalities: Flow-cytometry (FCM) with 4 wavelengths (405, 488, 633 and 785 nm) as the main modality for EV detection and size classification, dual-channel swept-source optical coherence tomography (SS-OCT) with 2.5 Âµm resolution for imaging of the sensing area and noise reduction of the FCM measurements, and fluorescence sensing at 488 nm for biomarker detection after staining. The key components will be the 2 photonic integrated circuits in TriPleX and the 3 microfluidic chips, which will be integrated as a compact point-of-care device. The medical impact can be ground-breaking. The first use case will be related to pancreatic cancer with focus on progression monitoring, metastasis risk assessment, and treatment efficacy evaluation. The second use case will be related to stroke with focus on its fast and precise diagnosis for time-to-treatment reduction. In either case, data analysis empowered by artificial intelligence will correlate the measurement data to disease specific medical information.",2022-11-25 10:04:45,10.3030/101093171,Advanced multi-sensing systems (Photonics Partnership) (RIA),Digital & Emerging Technologies for Competitiveness and Fit for the Green Deal,"key digital technologies including quantum technologies,artificial intelligence"
101093166,AMBROSIA,SIGNED,A Multiplexed Plasmo-Photonic Biosensing Platform For Rapid And Intelligent Sepsis Diagnosis At The Point-Of-Care,2023-01-01 00:00:00,2026-12-31 00:00:00,"3738062,66","3689509,66",HORIZON.2.4,HORIZON-CL4-2022-DIGITAL-EMERGING-01-03,2022-11-30 00:00:00,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-RIA,"AMBROSIA aims to provide the foundations for a multi-sensing future-proof Point of Care Unit for sepsis diagnosis offered by a CMOS compatible toolkit and enhanced by on-chip photonic neural network technology to provide an accurate and rapid diagnosis. AMBROSIA will be investing in the established ultra-small-footprint and elevated sensitivity of integrated plasmo-photonic sensors reinforced by the well-known on-chip slow-light effect and micro-transfer printed lasers and photodiodes on Si3N4, as well as the functional processing and classification portfolio of integrated photonic neural network engines, towards painting the landscape of the next-coming disruption in sensor evolution, tailoring them in System-in-Package prototype assemblies, with the sensors being cheap disposable pluggable modules that can rapidly and accurately diagnose sepsis at the bedside in clinical environments. AMBROSIA targets to demonstrate a Point of Care Unit incorporating: i) a switchable sensor area array, with each sensor area facilitating a pluggable, 8-channel label-free plasmo-photonic sensor for sepsis diagnosis with a sensitivity over 130.000nm/RIU and a Limit of Detection below 10-8 RIU for each interferometric sensor, ii) an embedded Si3N4 photonic neural network processing and classifying at the same time the data from at least 7 biomarkers with zero-power providing in the first minutes an accurate and rapid diagnosis for sepsis, iii) Micro-transfer printed lasers and photodetectors on chip that will drastically decrease costs of both the sensing and neural network modules, and render the sensor arrays disposable.",2022-12-13 15:36:12,10.3030/101093166,Advanced multi-sensing systems (Photonics Partnership) (RIA),Digital & Emerging Technologies for Competitiveness and Fit for the Green Deal,"advanced materials,artificial intelligence,manufacturing technologies"
101092723,IBAIA,SIGNED,Innovative environmental multisensing for waterbody quality monitoring and remediation assessment,2022-12-01 00:00:00,2026-11-30 00:00:00,"4683935,75",4683935,HORIZON.2.4,HORIZON-CL4-2022-DIGITAL-EMERGING-01-03,2022-12-09 00:00:00,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-RIA,"Environmental water pollution is a growing global issue, leading to increasing regulations and concurrent increased demand for improved water quality monitoring solutions to meet the European Green Deal objectives. Real time in situ devices offers the promise of more rapid and efficient monitoring, and numerous such solutions are available from a wide number of primarily non-EU suppliers. However, existing in situ solutions detect very limited parameters, and are restrained by high costs, low reliability, and high energy usage. To better meet end user needs and improve environmental water quality monitoring, novel sensing technology is required. To this end, IBAIA will develop four innovative optimally functionalised sensor modules based on complementary photonics and electrochemical (EC) technologies. Mid-IR will be used to detect organic chemicals, Vis-NIR for microplastics and salinity, Optode technology for physicochemical parameters, and EC technology for nutrient salts and heavy metals. Leveraging consortium expertise in cutting edge material science, microfluidics, data processing and integration/packaging technology, these four sensors will be integrated and packaged into a single advanced multisensing system and validated by end users in real in situ conditions. The IBAIA system will more accurately monitor a wider range of parameters than existing solutions, whilst simultaneously being more cost effective, more reliable, more environmentally friendly to manufacture, and more user friendly to use. These dramatic improvements will manifest in an extremely competitive product that acts as a one-size-fits-all solution for many end users, with a highly EU-centric supply chain, that will supplant a wide number of inferior non-EU alternative solutions.",2022-12-16 14:58:34,10.3030/101092723,Advanced multi-sensing systems (Photonics Partnership) (RIA),Digital & Emerging Technologies for Competitiveness and Fit for the Green Deal,"advanced materials,artificial intelligence,manufacturing technologies"
101092971,iCare,SIGNED,Integrated assessment and Advanced Characterisation of Neuro-Nanotoxicity,2023-01-01 00:00:00,2026-12-31 00:00:00,2744655,"2744654,75",HORIZON.2.4,HORIZON-CL4-2022-DIGITAL-EMERGING-01-35,2022-11-24 00:00:00,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-RIA,"The incidental, accidental, or intentional release of manufactured nanomaterials into the environment and its exposure to humans is inevitable due to the exponential growth in invention, production, and use of them. It can have a huge impact in our health specially in the most sensible and exposed human body organs such us lungs, stomach, and brain. iCare aim to to develop a resilient and adaptive set of advanced imaging technologies to quantify physical-chemistry properties for ANMC in complex matrices. The main objective will focus on a integrated model system to characterize and predict the impact of nanomaterials on brain health to prevent the toxicity nanomaterials. The project makes accessible for industry a set of techniques and methodologies to evaluate changes in morphology, chemical composition and reactivity of nanomaterials when exposed to complex homogenous matrices mimicking environmental and biological exposure, with a particular emphasis on high-resolution imaging methodologies.To achieve this goal the project the project brings together in the consortium 11 partners from different backgrounds such as RTOs, SMEs, industries and universities from different EU and non-eu countries and coming from different fields like nanotech, toxicology, advanced materials, advanced imaging, â€¦During the 48 months long of the project, the consortium will work on the development of different activities to achieve the following results: 1)new imaging methods achieving new high resolution methodologies and new super resolution imaging techniques 2)development of toxicology testing protocols and addressing current gaps in nanotoxicology, 3)development of tools and methods bringing the gap in vitro and in vivo testing, 4)efficiency of materials and product development 5)Delivery of reliable data and improved data reporting and finally development of harmonised standardised test methods that can be used in regulatory frameworks.",2022-11-28 13:46:16,10.3030/101092971,,Digital & Emerging Technologies for Competitiveness and Fit for the Green Deal,"advanced materials,artificial intelligence,advanced imaging"
101092686,MACRAME,SIGNED,Advanced Characterisation Methodologies to assess and predict the Health and Environmental Risks of Advanced Materials,2022-12-01 00:00:00,2025-11-30 00:00:00,"4201652,5","4201652,5",HORIZON.2.4,HORIZON-CL4-2022-DIGITAL-EMERGING-01-35,2022-11-18 00:00:00,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-RIA,"MACRAMÃ‰â€™s Central Objective is to:â€¢detect, characterise and quantify Advanced Materials during their processing and product-life-cycle (incl. recycling/end-of-life) to assess (e.g. ecotox-/tox-test) the resulting impact on (human) health and the environment if/when they pose (intended or unintended) exposures to humans and/or the environment and to â€¢advance (i.e. prepare for standardisation & harmonisation/â€™regulatory validationâ€™) the wide-spread applicability and application of the developed test- and characterisation methods, by demonstrating their effectiveness and efficiency in the context of existing, market-relevant industrial materials, processes and products.In alignment with the EU strategies to secure the safety and sustainability of enabling and emerging technologies (incl. those based on chemicals and materials, as addressed in the EUâ€™s Chemical Strategy for Sustainability (2020), and in the European Green Deal (2021)), the MACRAMÃ‰ Project focusses on the development of methodologies that are applicable to â€˜Advanced Materials (AdMas)â€™ - a categories that includes, but surpasses that of â€˜nanomaterialsâ€™ (EU, â€˜Definition of a Nanomaterialâ€™), and that is aligned with the future-oriented innovation, safety and sustainability considerations at the OECD (OECD (2020)), the EU (EU (2022)), and several of its Member States (e.g. Germany (2021)); this will be achieved by focussing the development and demonstration of novel methods and methodologies, as well as the advancement of their harmonisation and standardisation on (planned inhalable carbon-based AdMas in a variety of morphologies and dimensions, moving beyond spherical particles: (a) graphene-related material (GRM), (b) carbon fibres (CNTs), and (c) Poly Lactic-co-Glycolic Acid (PLGA). The focus on carbon-based AdMa is due to unsolved detection and characterisation issues especially in complex media.",2022-11-28 13:26:32,10.3030/101092686,,Digital & Emerging Technologies for Competitiveness and Fit for the Green Deal,"advanced materials,circular industries,low carbon and clean industries"
101092741,nanoPASS,SIGNED,Bridging the gaps in nanosafety for animal-free prediction of adverse outcomes,2023-01-01 00:00:00,2026-12-31 00:00:00,"3073736,25","3073736,25",HORIZON.2.4,HORIZON-CL4-2022-DIGITAL-EMERGING-01-35,2022-11-24 00:00:00,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-RIA,"The current animal-based testing of materialsâ€™ short- and long-term health effects is slow, expensive, and has limited capacity, which stifles the development of new (nano)materials and hinders efficient regulation of the market. To enable cost-efficient high-throughput screening required for industry and regulation, we here propose to shift the focus of nanosafety testing from late endpoints to early key events (KEs) leading to adverse outcomes (AOs). As such tests can only be based on mechanistic understanding, we need to close the knowledge gaps and match KEs in vitro and in vivo, which the nanoPASS consortium is in a unique position to provide. Our key bridging methods are intravital in vivo microscopy, quantitative time-lapse in vitro microscopies, and automated identification of the modes of action (i.e. KE relationships) with proprietary in silico algorithms, supported by datamining of the worldsâ€™ largest in vivo database and single-cell omics data, and computational modelling of structure-function relationships.With this toolset, we aim to 1) develop new in vitro systems that can replicate early KEs leading to AOs related to inhalation of NMs, 2) identify methods to track the dynamics of these KEs, 3) develop quantitative in silico models to predict AOs, and 4) calibrate the in vitro/in silico AO predictions against in vivo data for 40+ well-characterised benchmark materials. Finally, we will 5) validate the AO predictions on several families of industrial materials, sampled from different stages of their life cycle, and then propose reliable testing protocols and guidelines to OECD and ECVAM. With the consortium of 6 complementary research laboratories, SME as technology developer and provider, material producing company as potential end-user, and an industrial association to facilitate dissemination, nanoPASS covers the whole value chain of the new animal-free safety testing technology, and thus paves the way towards safe adoption of new nanotechnologies.",2022-11-28 13:46:23,10.3030/101092741,,Digital & Emerging Technologies for Competitiveness and Fit for the Green Deal,"advanced materials,artificial intelligence,advanced computing and big data,circular industries"
